Cliente_ID,denue_hospital,denue_preescolar,denue_primaria,denue_secundaria,denue_media superior,denue_superior,denue_otros educacion,denue_comercios por menor,denue_departamental,denue_minisuper,denue_centro nocturno,denue_abarrotes,denue_supermercado,denue_farmacia,denue_centro acond fisico,denue_clubes deportivos,ine_central autobus,ine_centro comercial,ine_centro cultural,ine_centro recreativo,ine_escuela,ine_hospital,ine_iglesia,ine_instalaciones deportivas,TDC,customerid
510266325,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510266325
510276236,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,510276236
510276015,0,0,0,0,0,0,2,19,0,1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,510276015
500215750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500215750
510282581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510282581
510268842,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510268842
510284730,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510284730
500222532,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500222532
510279025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510279025
510269806,0,0,0,0,0,0,1,8,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,510269806
500224213,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500224213
500578998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500578998
510280250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510280250
510273666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,510273666
500211053,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500211053
510277469,0,0,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,510277469
500229993,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500229993
510273113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510273113
510281061,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,510281061
500582905,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500582905
510273479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510273479
510281523,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510281523
500214544,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500214544
500212325,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500212325
510277293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510277293
510280050,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,510280050
510283249,0,0,0,0,0,0,3,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510283249
510273763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510273763
510271612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510271612
510277244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510277244
510273208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510273208
510384396,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,510384396
510409583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510409583
500228985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500228985
510272252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510272252
510279589,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510279589
510279652,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510279652
510278867,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510278867
500228330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500228330
510276673,1,2,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510276673
510298841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,510298841
500211839,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500211839
510269551,0,0,2,0,0,0,0,22,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,510269551
510282353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510282353
510282333,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510282333
510283776,0,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,510283776
510277540,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,510277540
510400033,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510400033
510331806,0,1,1,0,0,0,0,8,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510331806
500617206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500617206
510280815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510280815
500213202,0,0,0,0,0,0,0,21,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,500213202
500214694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500214694
500617345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500617345
510274636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510274636
510274054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510274054
510277113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510277113
510327680,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,510327680
500214535,0,0,0,0,0,0,0,34,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,500214535
510280163,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510280163
510343519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510343519
510275876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510275876
510275118,0,0,0,0,0,0,3,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510275118
500617339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500617339
510284705,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510284705
510281800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510281800
510392488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510392488
510276885,0,0,0,0,0,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,510276885
510283583,0,1,0,0,0,0,2,15,0,2,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,510283583
500226162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500226162
510274527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510274527
510277939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,510277939
500235944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500235944
510280952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510280952
510268664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510268664
510273330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,510273330
510277563,0,0,0,0,0,0,0,18,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,510277563
500211827,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500211827
510278397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510278397
510278353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510278353
500211906,0,2,2,0,0,0,0,14,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,500211906
510279186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510279186
510348278,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,510348278
510284687,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,510284687
500213679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500213679
510274458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510274458
500234705,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500234705
510275987,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510275987
510279711,0,0,2,0,0,0,0,5,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,510279711
510357447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510357447
500216166,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500216166
500235884,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500235884
510278015,0,1,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,510278015
500216511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500216511
510274853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510274853
510364657,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510364657
500215556,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500215556
510284725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,510284725
500226473,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500226473
500215332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500215332
500212189,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500212189
500233910,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500233910
500235009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500235009
510278722,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510278722
510360364,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510360364
500233700,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500233700
510276728,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510276728
500215069,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500215069
500213872,0,0,0,0,0,0,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500213872
510359002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510359002
500232170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500232170
510277156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510277156
510275148,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510275148
500235878,0,0,0,0,0,0,0,11,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,500235878
500390301,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500390301
510279237,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510279237
510281951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,510281951
500211941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500211941
500232776,0,2,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500232776
510279892,0,1,1,0,1,0,0,7,0,3,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,510279892
500617418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500617418
510275991,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,510275991
500228937,0,0,0,0,0,0,0,10,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,500228937
